id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
340,3,31,福岡県,2,0,0,4,4,0.0,0.8,15.2,428.924583036641
341,0,27,徳島県,1,0,0,1,7,7.0,0.3,18.2,189.74394387553093
342,0,24,滋賀県,1,0,0,1,4,1.0,0.2,15.8,175.23620521967223
343,0,22,広島県,1,0,0,1,1,4.0,0.7,8.7,293.55184620473955
344,2,35,石川県,2,1,0,3,11,4.0,1.8,12.9,597.2624301865635
345,4,54,東京都,2,1,2,1,34,4.0,4.0,13.9,700.0767618237606
346,4,48,宮崎県,2,0,0,2,26,8.0,0.9,17.2,593.7963343325307
347,0,26,香川県,2,0,0,0,8,3.0,0.3,17.5,224.22981868698704
348,2,42,宮崎県,2,0,0,3,18,9.0,0.9,5.8,342.40945538488694
349,1,36,長野県,2,0,0,4,6,7.0,1.1,7.8,702.5803011642347
350,4,51,和歌山県,1,0,0,0,33,0.0,1.4,3.6,682.0607686939003
351,0,23,京都府,1,1,3,1,3,4.0,1.3,26.8,277.662691900432
352,2,54,岐阜県,2,0,0,4,27,3.0,1.3,13.2,925.691322512469
353,4,53,鹿児島県,1,0,0,3,29,14.0,0.8,9.6,525.9668347806129
354,3,48,福島県,1,1,2,1,28,9.0,2.0,10.1,649.2280539924402
355,3,40,岡山県,2,1,1,1,20,3.0,1.9,13.5,470.0915049594155
356,1,28,青森県,1,1,1,0,10,0.0,1.5,18.0,273.671051373569
357,1,29,秋田県,1,1,1,2,2,3.0,1.4,10.6,285.9174478879984
358,0,23,長崎県,1,1,2,0,5,-0.0,1.2,17.4,224.00816061320205
359,0,28,愛媛県,1,1,4,0,10,4.0,1.3,13.1,302.4635374594959
360,2,29,新潟県,2,0,0,0,11,6.0,0.5,11.3,305.1709916256882
361,1,29,熊本県,2,0,0,2,7,12.0,0.5,17.7,285.7785456797431
362,0,24,宮崎県,2,0,0,1,4,5.0,0.2,7.2,171.84236787410234
363,1,18,大阪府,2,1,2,0,0,7.0,2.7,8.4,308.18398973644173
364,1,24,東京都,1,1,5,0,6,2.0,2.9,15.3,432.0365955845943
365,1,35,大分県,1,0,0,4,4,1.0,0.5,16.2,303.843913893215
366,0,25,大分県,2,0,0,0,7,2.0,0.2,6.0,183.9869066761234
367,1,43,島根県,1,1,0,3,19,15.0,1.1,4.9,312.26965595036654
368,1,41,福岡県,1,1,2,2,19,5.0,1.5,8.3,394.9207858454971
369,2,49,香川県,2,1,0,1,29,2.0,0.9,17.4,339.5619166550287
370,0,26,大分県,2,0,0,1,6,1.0,0.3,3.2,176.86507639075347
371,2,33,長崎県,1,1,1,0,15,0.0,1.6,12.3,351.2098789906303
372,3,46,長野県,1,0,0,0,28,5.0,1.1,9.6,555.2022171511618
373,1,25,千葉県,2,0,0,0,7,6.0,0.4,12.6,253.33670741708445
374,1,18,熊本県,1,0,0,0,0,6.0,0.5,17.9,235.9495105818964
375,2,31,栃木県,2,1,5,3,7,11.0,2.0,12.2,604.6322286471975
376,0,23,滋賀県,1,1,2,0,5,8.0,1.3,13.6,257.72764514109366
377,0,21,山梨県,1,1,1,1,0,1.0,1.4,13.6,225.33694800626114
378,0,22,大阪府,2,0,0,0,3,0.0,0.3,5.3,210.49684563442014
379,0,26,鹿児島県,2,0,0,0,8,2.0,0.4,5.7,178.48488984425796
380,1,43,茨城県,2,0,0,0,25,2.0,0.5,7.6,310.40363645344297
381,0,25,岩手県,2,0,0,0,7,1.0,0.2,8.3,158.7433851598929
382,0,25,静岡県,1,0,0,0,7,-0.0,0.2,20.8,212.89618605107253
383,0,22,沖縄県,1,0,0,1,2,3.0,0.2,20.0,212.3706974244495
384,1,42,山形県,1,1,2,0,8,1.0,1.5,26.9,438.36593942800675
385,2,31,鳥取県,2,1,2,2,9,1.0,1.9,8.5,588.3024430343597
386,0,22,三重県,1,0,0,1,0,1.0,0.3,12.9,178.449545209169
387,0,24,佐賀県,2,1,4,0,6,6.0,1.1,7.8,314.05642257494844
388,3,37,岩手県,2,1,1,2,15,7.0,1.8,6.2,443.5710774814973
389,2,35,秋田県,1,0,0,2,13,0.0,0.7,14.0,323.77391486930145
390,4,56,高知県,1,0,0,1,36,1.0,1.1,20.8,562.00089341214
391,3,42,佐賀県,2,0,0,0,24,6.0,0.9,0.3,559.388261537024
392,2,35,新潟県,2,0,0,1,15,0.0,0.7,12.8,328.0775565290975
393,2,46,宮城県,2,1,1,3,22,9.0,2.3,24.7,718.7214006916213
394,2,42,滋賀県,2,0,0,4,15,8.0,1.4,6.6,785.9455707924554
395,1,42,東京都,2,0,0,0,24,8.0,1.0,13.1,337.9117754208878
396,0,25,山梨県,1,0,0,1,5,-0.0,0.2,18.2,187.5525083028632
397,0,22,宮城県,1,0,0,1,1,2.0,0.2,11.9,152.66139043337762
398,2,54,山形県,1,0,0,1,34,1.0,0.9,10.1,420.21477307167555
399,0,23,富山県,1,0,0,2,0,2.0,0.2,17.1,211.23916489383726
400,3,39,岩手県,2,0,0,1,19,-0.0,0.8,15.1,438.39089976569494
401,3,52,山形県,1,0,0,4,25,6.0,1.5,3.8,860.3942354123204
402,1,46,秋田県,2,0,0,2,24,0.0,0.7,8.1,304.9625297370726
403,1,18,宮城県,1,0,0,0,0,7.0,0.4,17.2,228.95606455230714
404,0,27,島根県,2,1,3,1,7,5.0,1.3,12.9,283.3896338535004
405,1,33,徳島県,2,1,3,1,13,4.0,1.9,5.2,475.68579732145264
406,0,24,京都府,1,0,0,0,6,3.0,0.1,12.7,166.55917201265493
407,0,26,愛媛県,1,0,0,0,8,4.0,0.1,16.1,217.12928997875645
408,3,39,香川県,2,0,0,0,21,5.0,1.0,15.3,436.1986971299031
409,2,28,青森県,2,0,0,2,6,6.0,0.6,24.8,343.18598130200024
410,0,20,長崎県,2,1,0,0,1,6.0,0.7,15.6,205.85873134481918
411,3,45,宮崎県,1,0,0,3,21,0.0,0.9,6.0,518.6275736176644
412,2,44,岐阜県,1,0,0,4,17,7.0,1.1,20.0,892.7671134723407
413,0,20,福井県,2,1,3,0,0,5.0,1.1,9.9,242.10027078565508
414,3,42,奈良県,1,0,0,4,15,4.0,0.8,11.7,449.99261542104784
415,0,23,岩手県,1,0,0,0,5,4.0,0.2,10.4,179.20244243606905
416,3,55,大阪府,1,0,0,1,35,8.0,1.7,17.4,546.6560934326197
417,0,25,東京都,2,1,1,0,1,6.0,2.5,11.8,262.75006405652897
418,2,45,富山県,1,0,0,0,27,7.0,0.6,12.8,386.39090288787065
419,3,55,愛媛県,2,1,1,2,33,6.0,1.7,11.7,504.5614852156682
420,1,30,神奈川県,1,1,0,2,8,13.0,1.5,5.9,418.6139337231352
421,2,43,埼玉県,2,0,0,0,25,0.0,0.6,7.4,325.8662589088066
422,1,47,鹿児島県,2,0,0,1,27,4.0,0.5,10.8,306.8905102054689
423,0,24,岐阜県,2,1,1,0,3,4.0,1.2,11.3,230.44422351745288
424,0,23,奈良県,2,0,0,2,0,4.0,0.1,3.4,140.11443769812658
425,0,23,青森県,2,1,1,2,0,5.0,1.2,12.8,188.97997581580927
426,2,37,群馬県,1,0,0,0,19,5.0,0.6,19.9,356.8260261779622
427,1,38,長野県,2,1,2,1,15,6.0,1.4,11.6,330.3440893435054
428,0,24,広島県,1,0,0,1,4,5.0,0.3,15.3,184.68878200328012
429,0,26,福岡県,2,1,1,0,8,2.0,1.4,5.2,226.44879415185093
430,2,44,石川県,1,1,7,3,20,0.0,2.3,4.4,697.2779085380687
431,4,45,山形県,2,0,0,0,27,5.0,0.9,5.9,508.01639983739085
432,2,56,高知県,2,1,2,2,34,0.0,2.3,7.1,684.9985396845681
433,0,23,鳥取県,1,0,0,0,5,4.0,0.2,10.3,161.125885469383
434,0,19,東京都,1,1,3,0,0,-0.0,3.1,13.1,262.20096716921984
435,0,23,埼玉県,1,0,0,0,2,5.0,0.3,16.5,192.83369477120996
436,2,49,東京都,1,0,0,0,31,11.0,1.5,11.4,489.8906923823718
437,2,48,大阪府,1,1,2,1,28,6.0,3.5,11.6,540.8464320555848
438,1,21,群馬県,2,1,2,1,0,5.0,1.5,15.9,310.36661552079863
439,0,26,長崎県,1,1,2,1,6,10.0,1.1,20.1,292.7905060275719
440,0,22,沖縄県,1,0,0,0,4,2.0,0.2,19.8,195.0147859994691
441,0,21,宮城県,1,1,2,1,0,2.0,1.0,12.9,232.0481550545975
442,0,22,秋田県,2,0,0,1,1,0.0,0.1,4.9,148.29104668405347
443,0,24,和歌山県,1,1,6,1,4,6.0,1.0,23.6,335.60651643138254
444,2,36,北海道,2,0,0,0,4,5.0,0.8,3.7,491.85274269928993
445,0,23,秋田県,1,1,5,0,5,1.0,1.3,15.8,318.48260110246514
446,0,26,岡山県,1,0,0,3,0,5.0,0.3,17.5,194.3472142350955
447,0,24,新潟県,2,1,1,2,1,1.0,1.1,9.4,175.8451982464616
448,0,23,埼玉県,1,1,4,1,3,6.0,1.3,15.0,288.9217993715674
449,0,25,埼玉県,2,0,0,0,7,3.0,0.2,12.4,169.14000776909035
450,2,41,岩手県,2,0,0,1,21,0.0,0.7,17.8,378.50610165006697
451,0,28,宮城県,1,1,1,0,10,3.0,1.3,22.4,273.4677011119628
452,0,24,茨城県,2,1,2,2,1,0.0,1.3,10.7,223.51361203139808
453,1,44,石川県,2,1,2,2,22,10.0,2.0,15.2,582.6879430550696
454,0,25,神奈川県,2,1,1,1,5,9.0,1.3,8.7,252.2514871567707
455,4,59,島根県,1,0,0,2,37,6.0,0.9,6.4,551.6611433716525
456,0,25,北海道,1,0,0,1,5,2.0,0.3,10.7,170.59670001560028
457,1,31,富山県,2,0,0,0,13,6.0,0.5,5.4,215.0389005830536
458,0,20,愛媛県,1,1,2,0,0,1.0,1.0,13.8,241.24547084068695
459,2,38,徳島県,1,0,0,1,18,0.0,0.5,19.5,349.7811157404661
460,1,34,千葉県,1,0,0,3,7,7.0,0.5,17.3,295.14199937613097
461,2,47,富山県,1,1,4,3,23,0.0,1.6,24.9,495.8567103549118
462,0,23,福岡県,2,0,0,1,3,3.0,0.2,9.1,184.80473756088256
463,1,35,北海道,2,1,0,1,15,5.0,1.0,16.1,315.17475381976357
464,2,55,愛知県,1,1,2,2,33,9.0,2.1,14.3,651.3787891117213
465,0,24,群馬県,2,1,1,0,6,7.0,1.2,14.9,223.07201033709867
466,4,49,岩手県,1,1,1,0,31,9.0,2.4,4.9,698.4597224863928
467,0,21,福島県,2,0,0,0,3,2.0,0.1,11.7,184.6622419570082
468,3,43,岡山県,1,0,0,0,25,5.0,0.8,0.7,407.79673329955864
469,3,39,鹿児島県,2,1,1,2,17,4.0,1.8,12.9,469.1369142356634
470,1,31,福島県,2,1,3,2,9,0.0,1.6,14.6,314.72764874552837
471,0,20,愛知県,1,1,4,0,2,0.0,1.0,10.4,264.1098100813348
472,1,35,栃木県,1,1,3,0,17,0.0,1.6,25.2,364.62283180440227
473,0,23,滋賀県,2,1,1,1,3,9.0,1.1,15.9,243.0052278168729
474,4,49,長崎県,1,1,0,0,31,0.0,1.5,15.6,550.5729698153343
475,3,37,佐賀県,1,0,0,1,17,0.0,0.8,9.6,419.6555443612667
476,0,23,千葉県,2,1,2,2,0,9.0,1.1,12.6,225.5515273222716
477,3,46,青森県,2,0,0,2,24,0.0,1.2,12.2,719.2110350370701
478,2,40,秋田県,2,1,3,3,16,10.0,2.2,13.7,711.8284986415673
479,0,23,島根県,1,1,4,0,5,4.0,1.2,6.7,279.9146436737048
480,0,22,石川県,2,0,0,1,0,2.0,0.1,18.5,196.43095771665574
481,4,46,高知県,2,0,0,3,22,-0.0,1.5,2.4,859.2153794162257
482,1,37,東京都,2,1,5,4,10,0.0,3.1,12.9,472.0080541003682
483,0,24,北海道,2,1,4,2,2,3.0,1.2,7.8,264.4675925293895
484,2,28,兵庫県,2,1,3,0,10,5.0,1.7,6.3,432.96669176729654
485,0,23,岐阜県,1,1,0,0,5,0.0,0.8,6.6,185.14050649163028
486,0,26,山口県,1,0,0,1,6,4.0,0.3,9.0,190.3227606451577
487,1,33,福島県,2,1,3,4,6,7.0,2.3,11.7,682.2748910849326
488,0,22,鳥取県,2,0,0,0,4,2.0,0.1,10.4,192.36529625230503
489,4,51,大阪府,2,1,5,1,31,3.0,3.8,3.2,737.2808165388251
490,0,26,栃木県,1,0,0,0,8,4.0,0.1,9.6,176.42468375589755
491,0,20,岩手県,2,0,0,0,1,1.0,0.2,9.1,153.44269803798292
492,3,42,愛知県,1,0,0,1,22,2.0,0.9,15.2,484.3768960841212
493,1,33,千葉県,1,0,0,3,9,0.0,0.4,15.8,274.3962191807959
494,0,26,東京都,2,1,1,0,8,1.0,2.4,6.4,252.30367644042326
495,0,23,三重県,1,0,0,2,0,4.0,0.2,22.2,188.12991791593095
496,0,24,高知県,2,0,0,2,1,5.0,0.1,12.1,173.29182585973365
497,4,46,福井県,1,0,0,2,24,3.0,1.1,22.3,561.0398870523927
498,3,43,岐阜県,1,0,0,0,25,9.0,0.7,16.0,442.50422701432774
499,2,35,福岡県,1,0,0,3,11,3.0,0.5,16.1,300.4953026931434
500,4,51,和歌山県,1,1,1,1,31,12.0,2.0,8.9,578.7513536751286
501,3,36,秋田県,2,0,0,0,18,5.0,0.8,17.4,434.78212437578526
502,0,23,福井県,2,0,0,1,3,3.0,0.2,2.3,136.93209868499653
503,3,46,秋田県,1,0,0,0,28,3.0,0.9,9.2,442.7228457323338
504,1,33,東京都,2,1,1,2,4,5.0,2.8,4.6,324.76438688128275
505,3,38,長崎県,1,0,0,2,16,0.0,1.2,12.4,683.9080489931309
506,3,47,愛媛県,2,1,2,1,27,17.0,1.9,17.0,547.2309383012752
507,1,28,青森県,1,1,3,3,4,0.0,2.3,20.4,589.805216574594
508,1,19,茨城県,2,0,0,0,0,1.0,0.1,8.2,217.89659555285795
509,0,25,三重県,2,0,0,0,7,0.0,0.2,8.9,188.54369348523883
510,1,37,静岡県,2,0,0,0,19,3.0,0.5,6.9,248.8461856676057
511,3,52,宮崎県,2,1,2,1,32,4.0,1.7,18.0,580.3793868301807
512,1,30,愛媛県,2,0,0,1,10,2.0,0.5,8.4,254.71005761881787
513,1,31,鳥取県,1,0,0,2,9,0.0,1.0,5.5,553.6998294512885
514,1,46,兵庫県,1,0,0,1,26,0.0,1.0,4.9,549.4451493829685
515,2,29,埼玉県,2,0,0,2,7,3.0,0.6,3.4,288.71299021847415
516,3,49,沖縄県,2,1,3,0,31,4.0,1.8,12.2,494.7743710992607
517,0,22,島根県,1,1,1,1,2,9.0,1.5,14.5,310.93016971390375
518,2,42,北海道,1,1,3,0,24,4.0,1.7,16.2,455.51012661395083
519,0,22,静岡県,2,0,0,1,0,3.0,0.7,9.5,323.03799885320313
520,2,45,山口県,2,1,1,0,27,5.0,1.6,11.6,406.69018604797594
521,1,24,大分県,2,1,3,2,2,5.0,2.0,17.2,480.55201325132896
522,0,29,東京都,1,1,1,3,1,0.0,2.6,15.4,327.0218459164198
523,0,21,福岡県,1,0,0,0,3,2.0,0.2,14.8,186.7168111611193
524,0,23,高知県,2,0,0,0,1,4.0,0.3,18.8,201.6051802571798
525,2,40,岩手県,1,0,0,2,18,1.0,0.6,14.1,423.48858822978883
526,2,29,山形県,1,0,0,0,11,4.0,0.6,19.8,327.56693025604494
527,1,41,高知県,1,1,3,1,21,6.0,1.5,16.5,363.33781655870575
528,0,22,秋田県,2,1,1,1,1,2.0,0.9,6.2,193.2966672920058
529,2,54,滋賀県,2,1,3,1,34,1.0,2.3,6.3,606.1444305280645
530,0,21,高知県,1,1,3,1,0,2.0,1.3,21.0,278.63420952354295
531,0,23,岡山県,1,0,0,0,5,0.0,0.2,15.0,176.40835842051078
532,1,31,奈良県,1,1,2,1,11,3.0,1.5,14.0,325.668477844865
533,1,27,鹿児島県,2,0,0,1,7,3.0,0.4,5.6,223.2512963538988
534,0,28,徳島県,2,1,2,4,0,4.0,1.2,7.5,226.39190173449785
535,0,21,長野県,1,0,0,0,2,2.0,0.2,17.1,188.6791218305193
536,0,26,鹿児島県,2,0,0,2,4,5.0,0.2,9.8,145.40953703682132
537,0,19,愛媛県,1,0,0,0,0,4.0,0.1,24.0,203.59091993072133
538,0,24,茨城県,2,0,0,1,4,6.0,0.1,9.1,176.8239311097601
539,2,43,山口県,1,0,0,4,16,3.0,1.3,21.8,786.5447538514185
540,2,28,熊本県,1,1,4,3,2,0.0,1.5,20.9,424.3074438514372
541,1,18,岐阜県,1,0,0,0,0,8.0,0.2,15.6,228.3874389894644
542,1,33,長野県,1,0,0,2,11,0.0,1.1,14.8,562.3310411565133
543,1,44,静岡県,2,0,0,1,24,1.0,0.6,13.5,321.93355801183077
544,0,23,大分県,1,1,6,2,0,7.0,1.0,7.0,308.5537884729543
545,2,30,鹿児島県,1,0,0,0,12,4.0,0.7,6.7,315.0703702728995
546,1,44,長崎県,1,0,0,1,24,2.0,0.6,18.3,314.97310730170204
547,3,45,奈良県,2,0,0,0,27,4.0,0.9,6.2,434.788219983557
548,2,41,岐阜県,2,0,0,0,23,1.0,0.6,10.8,519.2757252773456
549,0,25,岡山県,1,0,0,1,5,0.0,0.1,13.6,187.45147844666715
550,0,21,京都府,1,1,3,1,0,3.0,1.1,9.2,242.7721310792242
551,4,53,大阪府,1,0,0,1,33,2.0,2.0,21.1,674.4419967387603
552,1,32,長崎県,1,1,1,0,14,-0.0,1.4,11.2,309.0964173147832
553,1,28,熊本県,2,0,0,1,6,4.0,0.5,21.8,272.36336434822596
554,3,50,滋賀県,2,1,7,1,30,5.0,1.8,9.5,614.0651493267272
555,0,22,高知県,2,1,1,1,2,1.0,1.1,11.3,211.1706899619361
556,4,59,愛知県,2,1,4,3,35,4.0,2.0,21.4,746.9044259436345
557,1,31,奈良県,1,0,0,0,13,2.0,0.5,13.8,269.9506198843893
558,0,24,福島県,1,0,0,0,6,1.0,0.2,9.4,155.13604335690746
559,0,24,静岡県,1,1,0,2,1,5.0,1.3,6.2,369.02311951617077
560,2,26,島根県,1,1,6,0,8,-0.0,1.6,16.5,446.13112559498984
561,0,25,福島県,1,1,2,0,7,7.0,1.0,20.8,285.30542246942986
562,0,22,島根県,2,0,0,0,4,2.0,0.3,8.4,130.43681092908406
563,0,22,宮崎県,1,1,5,0,4,0.0,1.5,9.9,271.8279410668884
564,0,23,徳島県,1,0,0,1,3,2.0,0.2,20.0,203.24344056480632
565,0,24,島根県,2,1,1,0,6,3.0,1.4,3.7,200.4237663403861
566,1,38,高知県,2,0,0,0,20,7.0,0.6,13.4,280.48210534791923
567,0,24,新潟県,1,0,0,0,6,2.0,0.3,6.7,173.76098550460193
568,3,43,岐阜県,1,0,0,3,19,7.0,0.6,13.4,411.0526118793712
569,0,25,福岡県,1,0,0,2,1,1.0,0.3,11.6,182.05038384131586
570,0,24,千葉県,2,0,0,1,1,0.0,0.1,14.8,203.32781103736997
571,0,20,徳島県,1,0,0,0,2,0.0,0.2,17.6,198.07796728454238
572,0,25,岩手県,1,1,3,0,7,3.0,1.2,14.8,257.2249240411011
573,0,24,京都府,1,0,0,2,1,3.0,0.2,13.1,194.25317167731802
574,2,46,新潟県,1,1,7,0,28,5.0,1.6,17.2,519.6380349671738
575,3,38,三重県,1,0,0,0,20,2.0,0.7,12.4,416.5129292778225
576,1,26,岩手県,1,0,0,3,0,2.0,0.4,7.3,201.1992469279486
577,0,26,岐阜県,1,1,3,3,1,6.0,1.4,5.4,217.60155035197866
578,1,37,島根県,2,1,2,1,17,0.0,2.0,9.4,448.4779300777504
579,0,22,宮城県,1,0,0,1,1,4.0,0.2,15.3,170.27972905700994
580,1,18,佐賀県,1,0,0,0,0,4.0,0.3,21.9,246.59973581913383
581,4,52,奈良県,2,0,0,0,34,3.0,1.0,14.0,564.1220179972597
582,0,22,佐賀県,1,0,0,1,2,0.0,0.1,17.8,195.1445583564051
583,0,24,秋田県,1,1,2,0,6,5.0,1.4,18.8,275.85758960898085
584,0,25,岩手県,2,0,0,0,7,0.0,0.2,8.3,201.37217298376908
585,0,22,広島県,1,1,3,0,4,4.0,1.1,8.8,264.87143021518
586,2,41,東京都,1,0,0,1,21,3.0,1.2,26.7,441.1778895954398
587,0,24,秋田県,1,1,0,0,6,0.0,0.7,16.2,219.89980384668257
588,2,50,沖縄県,1,0,0,0,32,0.0,0.6,9.3,334.092562111517
589,1,34,埼玉県,2,1,5,1,14,3.0,1.4,9.5,369.2922348667593
590,2,32,香川県,2,1,0,2,10,5.0,1.1,7.0,330.72734692483016
591,3,39,愛媛県,2,0,0,0,3,5.0,0.5,4.8,376.7295460013014
592,1,26,和歌山県,1,1,2,1,6,0.0,1.3,12.9,274.5507307516043
593,0,26,京都府,1,0,0,2,4,1.0,0.2,12.0,211.47364666817506
594,0,21,島根県,1,1,3,0,0,11.0,1.2,21.1,286.933887428026
595,0,21,神奈川県,2,0,0,1,0,-0.0,0.2,1.5,155.20046475426744
596,0,26,京都府,2,0,0,0,8,5.0,0.2,10.0,202.0361301257391
597,1,36,三重県,1,0,0,1,16,8.0,1.0,18.9,521.9441398493934
598,1,30,高知県,1,0,0,4,2,2.0,0.3,13.9,204.59352602106497
599,3,45,長野県,2,0,0,1,12,1.0,0.7,7.5,416.3200414562904
600,0,22,栃木県,1,0,0,1,1,0.0,0.2,22.2,235.03056408624758
601,0,22,徳島県,1,0,0,1,2,1.0,0.2,17.5,185.81318122974307
602,0,22,岩手県,2,1,1,0,4,2.0,1.0,7.9,210.68368117703142
603,3,38,山口県,1,1,6,3,14,0.0,1.7,13.1,502.93683340950645
604,0,22,香川県,2,1,2,0,4,1.0,1.2,18.6,262.50622249904416
605,2,37,群馬県,2,0,0,2,15,1.0,1.0,4.6,611.8611288330444
606,0,24,山形県,2,0,0,2,2,1.0,0.8,15.3,380.29201927957683
607,0,24,青森県,2,1,2,0,6,3.0,1.2,16.7,285.2495516794251
608,2,42,福井県,2,1,0,0,24,2.0,1.1,9.0,349.64849263447695
609,0,23,大分県,2,0,0,2,0,4.0,0.3,23.8,218.18876633772766
610,2,37,岡山県,1,1,2,1,17,3.0,1.5,18.5,437.3568567133043
611,0,23,千葉県,2,0,0,1,0,0.0,0.3,15.4,196.07276838782175
612,2,51,茨城県,1,1,1,2,29,6.0,1.8,8.3,443.7119867012992
613,0,24,山形県,1,1,3,1,4,6.0,1.0,10.4,256.9855613363319
614,1,30,熊本県,2,1,1,2,8,3.0,1.4,14.7,312.1031887901357
615,0,21,大分県,2,0,0,1,0,5.0,0.2,13.5,174.97702562994337
616,0,23,北海道,1,1,2,0,5,8.0,1.2,17.2,265.15477691045476
617,2,51,栃木県,1,0,0,1,31,10.0,1.2,11.2,584.0424292185178
618,0,24,青森県,1,0,0,2,1,-0.0,0.2,10.3,177.62808838284607
619,0,23,栃木県,1,1,3,0,5,2.0,1.3,16.0,277.9115974096226
620,3,43,福島県,2,0,0,3,19,5.0,1.2,5.2,812.7666450295281
621,2,38,青森県,1,1,2,1,10,2.0,2.0,8.3,521.2813886782301
622,0,23,奈良県,2,0,0,2,0,4.0,0.2,6.7,180.33339763724925
623,0,25,福島県,1,1,7,0,7,4.0,1.4,21.2,368.2249632957248
624,0,26,青森県,2,1,1,0,2,3.0,1.2,12.0,215.90768483840097
625,0,24,石川県,1,0,0,2,1,1.0,0.8,11.1,392.5833011136698
626,2,30,新潟県,2,1,5,0,12,4.0,1.5,7.4,423.65195153150677
627,3,45,佐賀県,2,0,0,2,23,0.0,0.7,11.6,411.96804475129903
628,4,48,三重県,2,1,4,0,30,9.0,2.0,1.3,586.6686702772819
629,3,46,京都府,2,1,4,0,28,5.0,1.7,9.4,569.7606056999412
630,0,22,鹿児島県,1,0,0,1,2,0.0,0.2,17.2,192.0048455880864
631,3,43,東京都,1,1,2,1,11,7.0,3.5,11.3,588.7210749321229
632,3,41,香川県,1,0,0,0,23,4.0,0.8,13.4,441.19151017830796
633,3,44,長野県,2,1,4,2,22,12.0,2.2,8.6,662.7798125857275
634,0,22,青森県,1,0,0,0,4,1.0,0.1,17.7,198.209868471691
635,1,44,熊本県,2,0,0,0,26,0.0,0.7,12.8,309.87186960400953
636,0,24,栃木県,1,1,2,1,4,2.0,1.3,12.8,242.410262894256
637,0,24,岩手県,2,0,0,0,0,3.0,0.3,11.2,183.08137770680247
638,1,31,新潟県,2,1,1,2,9,0.0,1.5,5.0,261.01674142295457
639,2,41,佐賀県,1,0,0,2,19,6.0,1.1,8.5,619.7833528879205
640,0,19,熊本県,1,1,4,0,0,5.0,1.0,14.7,279.91068870612077
641,1,21,三重県,2,1,2,1,0,8.0,1.4,8.6,272.62073753050447
642,0,23,高知県,1,1,3,2,0,2.0,1.3,14.5,311.0587481866278
643,1,26,広島県,1,1,2,1,6,5.0,1.4,9.1,313.95509694060235
644,2,32,滋賀県,2,0,0,3,8,6.0,1.2,7.5,629.7319178764592
645,0,23,茨城県,1,1,1,1,3,3.0,1.4,13.6,246.93738601945918
646,2,49,神奈川県,2,1,2,1,29,3.0,1.8,3.8,435.74515933287313
647,0,22,神奈川県,1,0,0,1,1,4.0,0.2,24.2,240.54971952892058
648,3,46,岡山県,1,0,0,0,28,2.0,0.9,14.8,469.154364047086
649,2,39,和歌山県,2,1,1,2,17,2.0,2.1,7.2,521.2612604637975
650,1,27,茨城県,1,1,4,4,0,6.0,2.0,5.9,686.1456298704826
651,1,30,徳島県,2,1,1,3,6,-0.0,1.3,8.1,255.6807978205899
652,2,63,新潟県,2,1,0,1,43,0.0,1.2,0.6,386.19414101552974
653,1,20,群馬県,1,0,0,0,1,5.0,0.9,16.8,358.94703704056997
654,3,51,茨城県,2,0,0,1,31,3.0,1.2,8.5,669.3416960458727
655,2,44,富山県,2,0,0,2,13,2.0,0.8,3.7,376.0289319417775
656,3,55,石川県,1,1,2,2,33,5.0,1.9,13.1,555.8837412904273
657,1,20,栃木県,1,0,0,0,1,1.0,0.3,12.8,221.62397977662715
658,0,20,福岡県,2,1,3,0,2,3.0,1.0,9.7,252.72935356271324
659,2,37,島根県,1,1,2,2,15,10.0,1.9,12.4,582.4699333562318
660,1,37,福岡県,1,1,1,2,15,8.0,1.5,13.4,298.4784372907054
661,1,39,香川県,2,0,0,1,19,10.0,0.4,12.6,259.8355147282304
662,1,41,広島県,2,0,0,4,14,3.0,0.6,10.5,229.9108189335617
663,0,25,徳島県,1,1,1,1,5,5.0,1.2,20.5,227.82020887844863
664,0,25,大阪府,1,1,1,3,0,7.0,2.5,6.3,210.92258935506084
665,0,21,島根県,1,0,0,0,3,1.0,0.2,15.9,193.87903801547162
666,0,18,岡山県,2,1,2,0,0,5.0,0.9,11.4,224.8236888269133
667,0,26,神奈川県,1,0,0,0,8,0.0,0.2,17.1,230.9342437923959
668,2,40,山口県,1,0,0,3,16,3.0,0.6,17.4,320.39224829623294
669,2,42,鹿児島県,1,0,0,1,22,0.0,0.6,10.7,366.1233308520385
670,2,57,石川県,1,0,0,0,39,7.0,0.7,13.3,388.82822763192587
671,0,20,熊本県,1,1,1,0,2,2.0,1.1,24.9,261.16031980833
672,3,47,石川県,1,1,3,3,23,6.0,2.3,9.0,805.6347977600657
673,0,22,山口県,1,0,0,1,1,5.0,0.2,14.9,215.88709565411236
674,0,26,香川県,2,0,0,3,1,1.0,0.9,9.3,500.0284712709646
675,2,42,奈良県,2,1,1,0,24,1.0,1.7,3.5,371.2948618118165
676,1,36,沖縄県,2,1,4,0,18,4.0,1.6,11.1,345.93145901681
677,0,24,広島県,2,0,0,0,0,2.0,0.2,11.4,172.62316884063296
678,4,51,秋田県,2,1,4,2,29,9.0,2.0,9.8,605.5030685103733
679,4,54,栃木県,2,0,0,0,36,11.0,0.9,7.8,544.4481199289216
680,2,36,富山県,1,1,2,1,16,2.0,1.6,10.8,401.9418751020244
